s_no,title,body,industry,Region,source,time
579,"Procurement of 0655-2340NIT2011N Procurement of Visual High Temperature Recorder Equipment Project for the Civil Aerospace Technology Innovation Center of Ningbo Research Institute, Northwestern (1)","0655-2340NIT2011N,Procurement of Visual High Temperature Recorder Equipment Project for the Civil Aerospace Technology Innovation Center ",Education ,ChinaZhejiang,Currency,10-19-2023
580,Procurement of 1289-234023ZB1481 Procurement of laser annealing equipment for Yandong Group(1),"1289-234023ZB1481,Procurement of laser annealing equipment for Yandong Group",Manufacture of Electrical Machinery and Apparatus ,ChinaBeijing,Currency,10-19-2023
581,"Procurement of 1539-234001LMI007 Jining Medical Development Group Co., LTD. Medical Equipment procurement project (the second batch)(1)","1539-234001LMI007,Jining Medical Development Group Co., LTD. Medical Equipment procurement project (the second batch)",Health ,ChinaShandong,Currency,10-19-2023
582,"Procurement of 4197-2340SHJT0002/41 Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd(1)","4197-2340SHJT0002/41,Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaShanghai,Currency,10-19-2023
583,Procurement of 1297-2343070594S3 Tongji University temperature and salt depth sensor (containing dissolved oxygen) procurement project(2),"1297-2343070594S3,Tongji University temperature and salt depth sensor (containing dissolved oxygen) procurement project",Manufacture of Special-purpose Machinery,ChinaShanghai,Currency,10-19-2023
584,"Procurement of 0721-2340033G0387 Baosteel Zhanjiang Iron & Steel Co., Ltd. High-grade Zero-carbon Sheet Plant Project Steelmaking Engineering Ladle's Slide Gates(2)","0721-2340033G0387,Baosteel Zhanjiang Iron & Steel Co., Ltd. High-grade Zero-carbon Sheet Plant Project  Steelmaking Engineering  Ladle's Slide Gates",Smelting and Pressing of Ferrous Metals,ChinaGuangdong,Currency,10-19-2023
585,Procurement of 0729-234OIT571929 Infrared spectral ellipsometry(1),"0729-234OIT571929,Infrared spectral ellipsometry",Research and Experimental Development,ChinaBeijing,Currency,10-19-2023
586,Procurement of 0712-234042303035 Catalyst company static particle size and shape analyzer 1(1),"0712-234042303035,Catalyst company static particle size and shape analyzer 1","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaHunan,Currency,10-19-2023
587,Procurement of 0687-234020230069 Sichuan University West China Hospital protein purification system and other procurement projects(1),"0687-234020230069,Sichuan University West China Hospital protein purification system and other procurement projects",Health ,ChinaSichuan,Currency,10-19-2023
588,Procurement of 0712-234052301022 Sinopec Petroleum Engineering & Construction Corporation Shengli Project(2),"0712-234052301022,Sinopec Petroleum Engineering & Construction Corporation Shengli Project","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaShandong,Currency,10-19-2023
589,Procurement of 4197-214BOECQ0001/396 BOE Chongqing G6 AMOLED (FLEXIBLE) Production Line Project(2),"4197-214BOECQ0001/396,BOE Chongqing G6 AMOLED (FLEXIBLE) Production Line Project","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaChongqing,Currency,10-19-2023
590,Procurement of 4197-214BOECQ0001/397 BOE Chongqing G6 AMOLED (FLEXIBLE) Production Line Project(2),"4197-214BOECQ0001/397,BOE Chongqing G6 AMOLED (FLEXIBLE) Production Line Project","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaChongqing,Currency,10-19-2023
591,Procurement of 0729-234OIT571928 Electron beam evaporator(1),"0729-234OIT571928,Electron beam evaporator",Research and Experimental Development,ChinaBeijing,Currency,10-19-2023
592,Procurement of 0712-234022303117 Gas chromatography for Sinopec Gas Company(1),"0712-234022303117,Gas chromatography for Sinopec Gas Company","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaShandong,Currency,10-19-2023
593,Procurement of 0655-2340NIT2010N Fluorescence microscope of Ningbo Research Institute of Dalian University of Technology(1),"0655-2340NIT2010N,Fluorescence microscope of Ningbo Research Institute of Dalian University of Technology",Education ,ChinaZhejiang,Currency,10-19-2023
594,Procurement of 5243-234CQZT00003 Procurement project of lithium-ion battery separator small cutting equipment(1),"5243-234CQZT00003,Procurement project of lithium-ion battery separator small cutting equipment",Manufacture of Rubber and Plastic Products,ChinaChongqing,Currency,10-19-2023
595,Procurement of 0747-2340SCCZBR81 Project for Procurement of Balise Transmission System (Anti-interference) Testing Platform(1),"0747-2340SCCZBR81,Project for Procurement of Balise Transmission System (Anti-interference) Testing Platform","Manufacture of Railway, Ship ,Aerospace and Other Transport Equipment ",ChinaBeijing,Currency,10-19-2023
596,Procurement of 0618-234TC230Y0FN SAR testing system dipole antenna International Competitive Bidding,"0618-234TC230Y0FN,SAR testing system dipole antenna","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaBeijing,Currency,10-19-2023
597,"Procurement of 0729-234OIT522144 High Accuracy X-ray Six-dimension Sample Stage procurement project of the Institute of High Energy Physics, Chinese Academy of Sciences(2)","0729-234OIT522144,High Accuracy X-ray Six-dimension Sample Stage procurement project of the Institute of High Energy Physics",Research and Experimental Development,ChinaBeijing,Currency,10-19-2023
598,"Procurement of 4974-234zczbsd039/01 Medical Equipment Procurement Project of Jinxiang Urban Construction Investment and Operation Group Co., Ltd(1)","4974-234zczbsd039/01,Medical Equipment Procurement Project of Jinxiang Urban Construction Investment and Operation Group Co., Ltd",Health ,ChinaShandong,Currency,10-19-2023
599,"Procurement of 4974-234zczbsd039/04 Medical Equipment Procurement Project of Jinxiang Urban Construction Investment and Operation Group Co., Ltd(1)","4974-234zczbsd039/04,Medical Equipment Procurement Project of Jinxiang Urban Construction Investment and Operation Group Co., Ltd",Health ,ChinaShandong,Currency,10-19-2023
600,"Procurement of 4974-234zczbsd039/03 Medical Equipment Procurement Project of Jinxiang Urban Construction Investment and Operation Group Co., Ltd(1)","4974-234zczbsd039/03,Medical Equipment Procurement Project of Jinxiang Urban Construction Investment and Operation Group Co., Ltd",Health ,ChinaShandong,Currency,10-19-2023
601,"Procurement of 4974-234zczbsd039/02 Medical Equipment Procurement Project of Jinxiang Urban Construction Investment and Operation Group Co., Ltd(1)","4974-234zczbsd039/02,Medical Equipment Procurement Project of Jinxiang Urban Construction Investment and Operation Group Co., Ltd",Health ,ChinaShandong,Currency,10-19-2023
602,Procurement of 0730-23421E010047/01 Bid Notice,"0730-23421E010047/01,Motor drive rapid prototyping and semi-physical simulator","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaShaanxi,Currency,10-19-2023
603,Procurement of 0618-234TC230Y06B Laser Tracker Measuring System with Scanning Probe(2),"0618-234TC230Y06B,Laser Tracker Measuring System with Scanning Probe",Manufacture of Special-purpose Machinery,ChinaShanghai,Currency,10-19-2023
604,Procurement of 0716-234SCD910001 Purchasing A Batch Of Equipment Procurement Projects Such As Radioactive High Performance Liquid Chromatograph For Mianyang Center Hostpital(1),"0716-234SCD910001,Purchasing A Batch Of Equipment Procurement Projects Such As Radioactive High Performance Liquid Chromatograph ",Health ,ChinaSichuan,Currency,10-19-2023
605,Procurement of 0712-234012303042 Sinopec Tahe Petrochemical and Chemical- 2023 Analytical Instrument Procurement Project Coulomb method chlorine content analyzer(1),"0712-234012303042,Sinopec Tahe Petrochemical and Chemical- 2023 Analytical Instrument Procurement Project Coulomb method chlorine content analyzer","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaXinjiang,Currency,10-19-2023
606,Procurement of 0716-234SCQ911807 Purchasing A batch of ultra-wide-angle laser scanning ophthalmoscope systems For Mianyang Center Hostpital(1),"0716-234SCQ911807,Purchasing A batch of ultra-wide-angle laser scanning ophthalmoscope systems For Mianyang Center Hostpital",Health ,ChinaSichuan,Currency,10-19-2023
607,Procurement of 0724-2340S1674657 Procurement Project for Automated Loading and Unloading System of Guangzhou Port Nansha Port Area Phase IV Project (Third Batch)-The second time(2),"0724-2340S1674657,Procurement Project for Automated Loading and Unloading System of Guangzhou Port Nansha Port Area Phase IV Project (Third Batch)",Pipeline Transport,ChinaGuangdong,Currency,10-19-2023
608,Procurement of 0712-234042303041 The Key Laboratory of Bio-fuels and Bio-Chemicals of Dalian Institute has improved 1 online chromatograph(1),"0712-234042303041,The Key Laboratory of Bio-fuels and Bio-Chemicals of Dalian Institute has improved 1 online chromatograph","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaLiaoning,Currency,10-19-2023
609,Procurement of 4633-234HS2023061 Purchase and import capillary electrophoresis instrument and other equipment projects(1),"4633-234HS2023061,Purchase and import capillary electrophoresis instrument and other equipment projects",Agriculture,ChinaHeilongjiang,Currency,10-19-2023
610,Procurement of 0837-2340CTFCYW09 Fugang Jiangbei Pumping Station and pipeline engineering integrated pump station(1),"0837-2340CTFCYW09,Fugang Jiangbei Pumping Station and pipeline engineering integrated pump station",Ecological Protection and Environmental Treatment ,ChinaZhejiang,Currency,10-19-2023
611,Procurement of 1708-23410460075B/02 2023 Provincial Financial Assistance Fund Project for East West Cooperation (Construction Project of Stroke Center and Endoscopy Center of Pengshui County (2),"1708-23410460075B/02,2023 Provincial Financial Assistance Fund Project for East West Cooperation (Construction Project of Stroke Center ",Health ,ChinaChongqing,Currency,10-19-2023
612,"Procurement of 0712-234022303116 Micromoisture Meter 4 Sets for Sinopec Yangzi Petrochemical Co.,Ltd(1)","0712-234022303116,Micromoisture Meter 4 Sets for Sinopec Yangzi Petrochemical Co.,Ltd","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaJiangsu,Currency,10-19-2023
613,Procurement of 0712-234042303040 Furesearch Institute high fraction gas phase upflow residual oil hydrogenation experimental equipment(1),"0712-234042303040,Furesearch Institute high fraction gas phase upflow residual oil hydrogenation experimental equipment","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaLiaoning,Currency,10-19-2023
614,Procurement of 0736-234020230160 FAW Foundry's Integrated Die-casting Super Factory Construction Project - Die-casting Machine Unit (9000T) Procurement Project(2),"0736-234020230160,FAW Foundry's Integrated Die-casting Super Factory Construction Project - Die-casting Machine Unit (9000T) Procurement Project","Manufacture of Railway, Ship ,Aerospace and Other Transport Equipment ",ChinaJilin,Currency,10-19-2023
615,Procurement of 0720-2340zbzx0204/02 Compact parallel co-rotating twin screw extruder(1),"0720-2340zbzx0204/02,Compact parallel co-rotating  twin screw extruder","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaBeijing,Currency,10-19-2023
616,"Procurement of 3230-234000110023 Lanzhou Institute of Biological Products Co. , Ltd. . Scale procurement project(1)","3230-234000110023,Lanzhou Institute of Biological Products Co. , Ltd. . Scale procurement project",Research and Experimental Development,ChinaGansu,Currency,10-19-2023
617,Procurement of 0712-234022303094 Combustion Calorimeter 1 Set for Sinopec Safety Engineering Institute(2),"0712-234022303094,Combustion Calorimeter 1 Set for Sinopec Safety Engineering Institute","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaShandong,Currency,10-19-2023
618,Procurement of 0720-2340zbzx0225 extrusion and pelletizing unit(1),"0720-2340zbzx0225,extrusion and pelletizing unit","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaGuangxi,Currency,10-19-2023
619,Procurement of 0720-2340zbzx0224 Peroxide Dosing Pumps & Solvent Flushing Pump(1),"0720-2340zbzx0224,Peroxide Dosing Pumps & Solvent Flushing Pump","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaGuangxi,Currency,10-19-2023
620,Procurement of 4197-2140BOEYS002/22 G5.5 AM-OLED Project(1),"4197-2140BOEYS002/22,G5.5 AM-OLED Project","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaInner Mongoria,Currency,10-19-2023
621,"Procurement of 0623-2340J1110300 Yixing CRRC Times Semiconductor Co., LTD. Laser annealing equipment procurement project (2) (re-bidding)(2)","0623-2340J1110300,Yixing CRRC Times Semiconductor Co., LTD. Laser annealing equipment procurement project (2) (re-bidding)","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-19-2023
622,"Procurement of 0623-2340J1110301 Yixing CRRC Times Semiconductor Co., LTD. Laser annealing equipment procurement project (1) (re-bidding)(2)","0623-2340J1110301,Yixing CRRC Times Semiconductor Co., LTD. Laser annealing equipment procurement project (1) (re-bidding)","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-19-2023
